NAME,geometry
JANDAKOT AIRPORT,"LINESTRING (12898989.114769196 -3776501.7249989603, 12899933.103942549 -3776922.2432909426)"
JANDAKOT AIRPORT,"LINESTRING (12898989.114769196 -3776501.7249989603, 12900334.967158642 -3775556.9264730047)"
JANDAKOT AIRPORT,"LINESTRING (12898866.663343024 -3776441.276704825, 12898989.114769196 -3776501.7249989603)"
JANDAKOT AIRPORT,"LINESTRING (12899383.185713107 -3776550.3466546256, 12900483.022072563 -3775750.085047918)"
JANDAKOT AIRPORT,"LINESTRING (12898989.114769196 -3776501.7249989603, 12899933.103942549 -3776922.2432909426)"
BLACKWATER AERODROME,"LINESTRING (16565140.270759076 -2704194.557913272, 16564952.140683739 -2705896.5213110074)"
BIRDSVILLE AERODROME,"LINESTRING (15511472.433658028 -2985184.4886808866, 15512281.726202803 -2986524.6141319396)"
SEA LAKE AERODROME,"LINESTRING (15905757.036081731 -4236117.623772484, 15907208.641993795 -4236313.231801251)"
SWAN HILL AERODROME,"LINESTRING (15977132.857323313 -4214944.178816647, 15978951.817510093 -4214979.675358474)"
KERANG AERODROME,"LINESTRING (16022732.649087168 -4266030.092180561, 16023363.830416074 -4267078.059013669)"
TIBOOBURRA AERODROME,"LINESTRING (15813437.623749264 -3433960.220540644, 15814005.353142194 -3432991.1758896606)"
BOULIA AERODROME,"LINESTRING (15573391.685695276 -2620826.0553894863, 15573579.815601299 -2621143.8949049297, 15574074.074052474 -2621981.425516814)"
NEWMAN AERODROME,"LINESTRING (13335483.859058386 -2683332.536831598, 13337317.290837968 -2682091.5101880734)"
,"LINESTRING (12877809.47271297 -3795142.221353218, 12878193.524876447 -3794771.0746713583)"
,"LINESTRING (12877809.47271297 -3795142.221353218, 12878193.524876447 -3794771.0746713583)"
BROKEN HILL AIRPORT,"LINESTRING (15749116.096590092 -3763308.8663153634, 15749804.050975705 -3762838.9449666305)"
BROKEN HILL AIRPORT,"LINESTRING (15747373.946730359 -3764496.877805297, 15749116.096590092 -3763308.8663153634)"
BROKEN HILL AIRPORT,"LINESTRING (15749116.096590092 -3763308.8663153634, 15749804.050975705 -3762838.9449666305)"
CARNARVON AIRPORT,"LINESTRING (12654277.672700547 -2860474.6548265107, 12653286.92941101 -2861533.623468135)"
CARNARVON AIRPORT,"LINESTRING (12653280.250194045 -2860856.267723504, 12653286.92941101 -2861533.623468135)"
CARNARVON AIRPORT,"LINESTRING (12653286.92941101 -2861533.623468135, 12653017.536291793 -2861820.772558329)"
CARNARVON AIRPORT,"LINESTRING (12653286.92941101 -2861533.623468135, 12653292.495430134 -2862168.058384175)"
SNAKE BAY AERODROME,"LINESTRING (14544303.21231621 -1280048.2653057184, 14543159.96119927 -1279106.7930851672)"
GARDEN POINT AERODROME,"LINESTRING (14518504.921422727 -1277952.9875541148, 14519407.722459884 -1276924.136841885)"
BATHURST ISLAND AERODROME,"LINESTRING (14540468.255800385 -1319572.0046919356, 14539717.962472515 -1318262.0879714866)"
GOONDIWINDI AERODROME,"LINESTRING (16733052.288579343 -3315555.9503760077, 16734083.107060272 -3314419.482868855)"
INVERELL AIRPORT,"LINESTRING (16825618.868885674 -3490428.3787240717, 16825234.816946004 -3488009.3868633755)"
WEST SALE AERODROME,"LINESTRING (16359164.555778928 -4592087.776089827, 16361074.797877438 -4592422.9930866)"
LATROBE VALLEY AERODROME,"LINESTRING (16304482.203328785 -4609944.362180184, 16305777.962095736 -4608663.616389324)"
LEONGATHA AERODROME,"LINESTRING (16236722.037484717 -4650115.061396347, 16237604.80096196 -4649329.931850994)"
YARRAM AERODROME,"LINESTRING (16335941.081097841 -4660475.314478108, 16337184.51965067 -4659846.000699671)"
TAROOM AERODROME,"LINESTRING (16686115.57729244 -2974109.423226946, 16687161.980311826 -2975015.7520542745)"
MORANBAH AIRPORT,"LINESTRING (16483654.4271038 -2517611.8972393186, 16483874.839536352 -2519250.207301237)"
DYSART AERODROME,"LINESTRING (16515270.267068483 -2585628.6699311505, 16516197.558222592 -2587036.045390193)"
CLERMONT AERODROME,"LINESTRING (16432636.701570055 -2603984.590428745, 16433152.1106544 -2605317.465629309)"
WARREN AERODROME,"LINESTRING (16454791.404878134 -3728573.6048969026, 16453413.269787475 -3728357.640431023)"
WARREN AERODROME,"LINESTRING (16453072.632197157 -3728296.1239888407, 16452120.850577159 -3729392.9952333025)"
NYNGAN AERODROME,"LINESTRING (16386326.589917768 -3703674.010662405, 16386070.555025252 -3704766.050026432)"
NYNGAN AERODROME,"LINESTRING (16386070.555025252 -3704766.050026432, 16386027.140413014 -3704951.549686908)"
NYNGAN AERODROME,"LINESTRING (16387455.369378692 -3703947.0114403274, 16386070.555025252 -3704766.050026432)"
NYNGAN AERODROME,"LINESTRING (16386070.555025252 -3704766.050026432, 16385795.595905188 -3704929.3418108625)"
COOLAH AERODROME,"LINESTRING (16654455.129563786 -3733650.549074036, 16655749.775069147 -3733654.4775116863)"
POONCARIE AERODROME,"LINESTRING (15872066.21802489 -3945235.5896837814, 15873191.65794909 -3944671.730561988)"
POONCARIE AERODROME,"LINESTRING (15872066.21802489 -3945235.5896837814, 15873191.65794909 -3944671.730561988)"
WINTON AERODROME,"LINESTRING (15928673.377741233 -2555734.052575207, 15927898.594238246 -2554424.4066235945)"
,"LINESTRING (16891458.80780082 -3173708.6635658387, 16891294.054959744 -3173826.528222286)"
,"LINESTRING (16891294.054959744 -3173826.528222286, 16890633.930400673 -3174297.996872832)"
,"LINESTRING (16889970.466268316 -3174665.4024315947, 16891029.11449217 -3174844.7200935395)"
,"LINESTRING (16892372.740544565 -3175372.6546070757, 16891294.054959744 -3173826.528222286)"
TOOWOOMBA AERODROME,"LINESTRING (16911893.722585298 -3191747.3682903266, 16910759.37715701 -3191191.1879012994)"
,"LINESTRING (17000763.40076944 -3203243.8675071714, 17000014.220616244 -3203798.021470654)"
,"LINESTRING (17000014.220616244 -3203798.021470654, 16999051.3074009 -3201308.9013257925)"
,"LINESTRING (17000014.220616244 -3203798.021470654, 16999398.623848546 -3204252.921916513)"
,"LINESTRING (17000321.46228954 -3204592.222260361, 17000014.220616244 -3203798.021470654)"
MAREEBA AERODROME,"LINESTRING (16189258.969859282 -1929284.3507341035, 16188329.45219316 -1928965.2769514539, 16187523.499151343 -1928682.3066789808)"
HAMILTON ISLAND AERODROME,"LINESTRING (16580664.920368748 -2314668.712752093, 16581726.908093395 -2316207.5280404715)"
ECHUCA AERODROME,"LINESTRING (16114847.281839915 -4322332.31085009, 16114877.337984804 -4323693.218458047)"
ECHUCA AERODROME,"LINESTRING (16114434.286591135 -4322397.112054556, 16115040.977747386 -4322028.991082374)"
MANGALORE AERODROME,"LINESTRING (16162597.76104883 -4422799.446639631, 16162418.536687434 -4422930.2701301845)"
MANGALORE AERODROME,"LINESTRING (16162430.78183606 -4422852.332529443, 16162418.536687434 -4422930.2701301845)"
MANGALORE AERODROME,"LINESTRING (16162418.536687434 -4422930.2701301845, 16160539.463880304 -4424297.054395414)"
MANGALORE AERODROME,"LINESTRING (16162418.536687434 -4422930.2701301845, 16162159.162172666 -4424615.810606585)"
SHEPPARTON AERODROME,"LINESTRING (16185057.58328648 -4358884.053667033, 16184868.340098226 -4359869.1010691365)"
SHEPPARTON AERODROME,"LINESTRING (16184868.340098226 -4359869.1010691365, 16184859.434536485 -4359914.758546582, 16184789.303237768 -4360274.490915335)"
SHEPPARTON AERODROME,"LINESTRING (16184803.774805252 -4359856.649057685, 16184868.340098226 -4359869.1010691365)"
SHEPPARTON AERODROME,"LINESTRING (16184868.340098226 -4359869.1010691365, 16185453.880514106 -4359978.402679698)"
BENDIGO AERODROME,"LINESTRING (16066976.562541783 -4402578.724825009, 16066630.358966634 -4402784.312055573)"
BENDIGO AERODROME,"LINESTRING (16066630.358966634 -4402784.312055573, 16066214.024120634 -4403031.577624134)"
BENDIGO AERODROME,"LINESTRING (16066660.41529073 -4401964.764822339, 16066630.358966634 -4402784.312055573)"
BENDIGO AERODROME,"LINESTRING (16066630.358966634 -4402784.312055573, 16066605.868627993 -4403458.054838561)"
,"LINESTRING (16717370.786737526 -2567618.2978448537, 16718314.775773648 -2569351.838066958)"
COEN AERODROME,"LINESTRING (15931026.734148366 -1546717.642404418, 15932241.229701225 -1547234.53309146)"
BALLINA AERODROME,"LINESTRING (17093350.020213906 -3354736.605081275, 17095417.22299484 -3354117.759738055)"
LISMORE AERODROME,"LINESTRING (17060294.814551752 -3353214.318502097, 17061027.296518333 -3354956.4446085175)"
CASINO AERODROME,"LINESTRING (17037521.074924268 -3360219.793850722, 17039249.866363466 -3360705.43470552)"
CASINO AERODROME,"LINESTRING (17037521.074924268 -3360219.793850722, 17039249.866363466 -3360705.43470552)"
LEARMONTH AERODROME,"LINESTRING (12700444.065174535 -2541355.219227531, 12700680.062235286 -2537865.240683736)"
PORT HEDLAND AIRPORT,"LINESTRING (13204898.299345631 -2317398.464675833, 13206701.675039645 -2319373.357627348)"
PORT HEDLAND AIRPORT,"LINESTRING (13205699.799643388 -2318050.4051775374, 13205759.912112502 -2316979.2874340056)"
GLADSTONE AERODROME,"LINESTRING (16835057.725312363 -2737820.58990975, 16833419.10261948 -2737208.281669563)"
ROCKHAMPTON AIRPORT,"LINESTRING (16751372.198286567 -2679326.0272457567, 16750664.206554012 -2677623.2494523907)"
ROCKHAMPTON AIRPORT,"LINESTRING (16750664.206554012 -2677623.2494523907, 16750284.60721652 -2676674.9143911516)"
ROCKHAMPTON AIRPORT,"LINESTRING (16751139.540772378 -2677259.4314952404, 16750664.206554012 -2677623.2494523907)"
ROCKHAMPTON AIRPORT,"LINESTRING (16750664.206554012 -2677623.2494523907, 16749735.802015128 -2678333.930947804)"
KALKGURUNG AERODROME,"LINESTRING (14561326.183455897 -1971302.3031997764, 14562109.872625127 -1970113.37871283)"
BLACKALL AERODROME,"LINESTRING (16189922.36956572 -2805745.3750322754, 16188235.87939114 -2806467.9789205743)"
CUNNAMULLA AERODROME,"LINESTRING (16210337.21424275 -3252313.5815780223, 16210818.11435481 -3252720.916998348)"
CUNNAMULLA AERODROME,"LINESTRING (16209721.617463695 -3253154.748841156, 16210818.11435481 -3252720.916998348)"
CUNNAMULLA AERODROME,"LINESTRING (16210818.11435481 -3252720.916998348, 16211841.140287692 -3253586.072410843)"
MOOMBA AERODROME,"LINESTRING (15605879.129300352 -3260796.96523915, 15607606.807520803 -3262084.1345024407)"
WAIKERIE AERODROME,"LINESTRING (15587138.451661255 -4053933.430860786, 15588502.115218727 -4053823.082051509)"
RENMARK AERODROME,"LINESTRING (15658168.06805858 -4055829.7195557994, 15660224.13877347 -4055209.2538978322)"
LOXTON AERODROME,"LINESTRING (15658638.947184527 -4093016.0566756097, 15660365.51221678 -4093022.8087001797)"
HAMILTON AERODROME,"LINESTRING (15814276.899205308 -4530682.886018407, 15814283.578498853 -4528908.590037111)"
PORTLAND AERODROME,"LINESTRING (15747401.720463742 -4624763.806117397, 15749237.378540209 -4624707.051093888)"
WARRNAMBOOL AERODROME,"LINESTRING (15857623.581492126 -4621756.222406539, 15856455.840338185 -4620455.5693945)"
ARGYLE AERODROME,"LINESTRING (14298646.712228399 -1879595.1042905913, 14299504.985437889 -1877335.3564417716)"
ROMA AERODROME,"LINESTRING (16561782.842306007 -3065803.510914358, 16561579.127567694 -3066798.97799262, 16561370.960047815 -3067820.648279938)"
BALGO HILL AERODROME,"LINESTRING (14245892.411261313 -2290429.081139213, 14246821.928940054 -2291879.3063989948)"
ALICE SPRINGS AIRPORT,"LINESTRING (14904254.74019006 -2728704.0399006126, 14904280.343652993 -2729476.620734334)"
ALICE SPRINGS AIRPORT,"LINESTRING (14904280.343652993 -2729476.620734334, 14904293.701980807 -2729909.7691893643)"
ALICE SPRINGS AIRPORT,"LINESTRING (14904280.343652993 -2729476.620734334, 14904941.58137082 -2729093.3672692943, 14907319.365424952 -2730484.0742823244)"
COOKTOWN AERODROME,"LINESTRING (16160883.646729505 -1740008.2726469599, 16162427.647937011 -1740618.0555018012)"
CAIRNS AIRPORT,"LINESTRING (16224978.054223984 -1906974.4209571108, 16225689.385693539 -1907414.1612875185)"
CAIRNS AIRPORT,"LINESTRING (16225447.822352903 -1908248.2959920876, 16224735.377761547 -1906805.739835639, 16223993.990122592 -1905112.020621891)"
MILDURA AERODROME,"LINESTRING (15817314.840121215 -4059586.8971466613, 15817356.028356008 -4059149.327068401)"
MILDURA AERODROME,"LINESTRING (15815540.407735882 -4059211.2589151138, 15817314.840121215 -4059586.8971466613)"
MILDURA AERODROME,"LINESTRING (15817314.840121215 -4059586.8971466613, 15817704.458273597 -4059669.0275935926)"
MILDURA AERODROME,"LINESTRING (15817226.89767358 -4060526.7201203164, 15817314.840121215 -4059586.8971466613)"
WENTWORTH AERODROME,"LINESTRING (15795263.566912975 -4039505.6740048346, 15795252.434901733 -4040468.0313279377)"
WENTWORTH AERODROME,"LINESTRING (15795252.434901733 -4040468.0313279377, 15795251.321700038 -4040572.8740523546)"
WENTWORTH AERODROME,"LINESTRING (15795955.973975081 -4040481.4726960324, 15795252.434901733 -4040468.0313279377)"
WENTWORTH AERODROME,"LINESTRING (15795252.434901733 -4040468.0313279377, 15794621.253486251 -4040455.934110382)"
THANGOOL AERODROME,"LINESTRING (16763146.446553417 -2814160.788675464, 16761642.520429794 -2813610.3044640194)"
BEDOURIE AERODROME,"LINESTRING (15524091.619033974 -2795196.232066031, 15525001.099116359 -2796551.286446191)"
AYERS ROCK AERODROME,"LINESTRING (14579153.990768094 -2897591.3529966655, 14581439.379650466 -2899483.3045649454)"
HOOKER CREEK AERODROME,"LINESTRING (14543981.49411028 -2076948.0545893048, 14542148.062234791 -2076572.7815499506)"
KALUMBURU AERODROME,"LINESTRING (14096380.320888208 -1607550.7032138417, 14097549.175465666 -1606604.158695652)"
LEINSTER AERODROME,"LINESTRING (13435731.524741376 -3229179.7568667806, 13437872.198305368 -3229596.472407352)"
MOUNT KEITH AERODROME,"LINESTRING (13419041.392694138 -3158957.035118977, 13421082.991950529 -3159891.4634049023)"
GOULBURN AERODROME,"LINESTRING (16666939.566820852 -4138484.9556008396, 16668087.270707952 -4137450.476956874)"
FORREST AERODROME,"LINESTRING (14261533.917179625 -3612866.0681403033, 14261527.238006316 -3611605.8255636957)"
FORREST AERODROME,"LINESTRING (14261527.238006316 -3611605.8255636957, 14261523.898420095 -3611089.837143564, 14261521.672030596 -3611092.429996719)"
FORREST AERODROME,"LINESTRING (14261158.77054289 -3611583.7854212746, 14261527.238006316 -3611605.8255636957)"
FORREST AERODROME,"LINESTRING (14261527.238006316 -3611605.8255636957, 14262769.563351296 -3611683.614613975)"
TELFER AERODROME,"LINESTRING (13605708.550166532 -2476810.5278185694, 13607535.302880317 -2477927.2762868293)"
